,jgebbia,georgesoros,historydefined,neuralink,beeple,Grimezsz,thesheetztweetz,elonmusk
1314,Please Michigan. Please. #imwithher,,"The crazy life of Ching Shih, the world’s most successful Pirate https://t.co/U6QlCi6qa8",,,Oh my god- me and @HANAtruly LOVE @CW_Riverdale and tonight WE APPRECIATE POWER is on the show! Praise be to the ro… https://t.co/JMgHC7fsKc,RT @leahcorredora: The @FAANews has recognized Glen as an official American Astronaut today.  I am forever proud of my love @CaptainClinica…,
1315,California- vote #YesOn62 #NoOn66. More info: https://t.co/vOO7MxZtye,,"Young punks in Communist Hungary - Budapest, 1982 https://t.co/jb9NRdIJgp",,,lol the only tv where I’m at is in the gym so I have to play from this athletic chair unless ppl want to work out https://t.co/0EGnCopBmo,"@missjackianne @MeepsKitten @michaelstrahan NS-19 in another hold, this one at T-15 minutes, but Blue Origin's… https://t.co/TuBEL2xTrP",
1316,Mila Kunis On Sexism In Film And The Workplace via @aplusapp https://t.co/yNgIYHYatd,,Girls Dressed as Appliances at the Los Angeles Electrical Exposition 1936. https://t.co/STW98Gzu3Y,,,@bigbobaboy I specifically need to play sekiro,"RT @EMSpeck: The death toll from a tornado outbreak in America's heartland continues to rise, including at an Illinois @amazon warehouse. T…",
1317,RT @SimpinaLindale: Amazing insight on #arrivalmovie invented language : https://t.co/B3tbN7fPtD @HIGHzurrer please release the logogram bi…,,"RT @historydefined: Róża Maria Goździewska, the youngest Polish Nurse in the Warsaw Uprising at 8 years old 1944. Photo: Eugeniusz Lokajski…",,,RT @ShaneGoldmacher: Safe to presume this is Ocasio-Cortez’s next viral video from a committee hearing https://t.co/SrBd6MY5Xx,"@missjackianne @MeepsKitten @michaelstrahan Bezos closes the New Shepard capsule hatch, with under 22 minutes to go… https://t.co/21IVeEHQh1",
1318,That moment when your childhood and adulthood intersect in the most unexpected way. #Jeopardy #Airbnb https://t.co/W8f2cMVtnY,,"RT @historydefined: The discovery of the ancient Statue of Antinous found in Delphi, Greece during an excavation in 1894 https://t.co/4CLD3…",,,I brought my PS4 on the one day trip I’m on instead of clothes,@missjackianne @MeepsKitten Astronaut Alan Shepard's daughter Laura Shepard Churchley rings the bell as she walks t… https://t.co/x23LHeU42J,
1319,@isaboemeke and where bots actually do exist,,"The 3,200-year-old tomb of Queen Nefertari also called the Sistine Chapel of Ancient Egypt. The paintings, which ar… https://t.co/gpRTX2NMLb",,,@HANAtruly Fuck doors are literally opening and closing everywhere in the wind storm I’m mildly panicked,"@missjackianne Bezos is still with the NS-19 crew, as Cameron Bess (@MeepsKitten) appears to be writing a note on t… https://t.co/MIXZvrpXyd",
1320,We need creativity to survive. So why are we so suspicious of it? https://t.co/AQk73UkFM1 via @wef,,"Bust of Prince Ankhhaf who oversaw the completion of the Great Pyramid, 2520 BCE - 2494 BCE https://t.co/5C2eTjwntR",,,@HANAtruly The doors keep slamming here I’m in the haunted house and it’s not good,@missjackianne The NS-19 crew climbs the New Shepard launch tower https://t.co/ADPDLIvBRg,
1321,"@Helena does it again, using art and story to empower others https://t.co/NRlFMjMOul",,"How Ernest Hemingway’s Brother Started His Own Country
https://t.co/PQrndfQ3S8",,,RT @Rico_nastyy: I love @XXL Vote for me ❤️,@missjackianne Pad photo op https://t.co/QrGS5lnIOp,
1322,"The 282 People, Places and Things Donald Trump Has Insulted on Twitter: A Complete List https://t.co/3LsdRNiTU6 via @UpshotNYT",,Mosaic after the flood at the ancient Hellenistic town of Zeugma https://t.co/WdQHpKaF7z,,,@brielarson 😰,"Blue Origin's @missjackianne notes that, once again, Jeff ""five star Uber driver"" Bezos is leading the crew out to… https://t.co/yDRpE7EmJP",
1323,RT @yeson62: The facts are on our side. It's time to end the death penalty in California. Vote #YesOn62 [https://t.co/wiWUUeoXso] https://t…,,What was daily life like for Medieval Peasants? https://t.co/SVrMSQBxoX,,,"RT @3eyes_takahashi: GRIMES

❤️🛸G💙🦋R🧬🎀🖤I👽💛👁M🧚🏻‍♀️💞🦇E💚🌷🚀🗡S🦠🗝❣️🌑

ぐ
ら
い
む
す
LOVE https://t.co/K23GWlUjps","Blue Origin's crew of six loads into their Rivian rides to the New Shepard launchpad, with now under 52 minutes to… https://t.co/am7oLagv90",
1324,"RT @Airbnb: LGA or JFK? Ferry or subway? Bagel toasted or untoasted? No matter our differences: During #TCSNYCMarathon, we run together. #R…",,"A German cavalryman wading through the snow on the Eastern Front, 1914. https://t.co/EZUIRoS2uP",,,"@McKelvie It’s not what u think, I think.","@missjackianne After a 9 1/2 minute hold, the countdown resumes as the sun comes up above the Texas desert: https://t.co/AIJQTbSByh",
1325,"Registration for #AirbnbOpen closes 10/25. Let's shape the future of travel.
See you Nov 17: https://t.co/nkURMujy3J",,"RT @historydefined: Gauntlet of “Lion” armor of Henry II, king of France, 1550. https://t.co/NGLS8VO5Vh",,,@Viranda Haha,"Blue Origin's @missjackianne says NS-19 mission is holding while mission control ""makes sure all systems and weathe… https://t.co/ROS31GQx6S",
1326,The other day we discovered Tokyo artist collective 'Chim Pom' using a building scheduled for… https://t.co/ZdFaMrhPwO,,"RT @historydefined: Drawings by a 7-year-old boy named Onfim, from 13th century Russia https://t.co/7uLUxp022B",,,@TheSharkPunch Yeah I want the virus that deletes all the revenge porn,"Blue Origin's NS-19 launch has entered a hold at T-55 minutes, no reason given yet as to why: https://t.co/Ot79FHrY4o",
1327,"Overheard: ""Sorry, I don't know what that word means. English isn't my first language. But it's my only language"". #YGL16",,"A group of frontiersmen advertising for wives, United States, Montana, 1901. https://t.co/6WuJ2BfEHJ",,,@pierlouis7 @carlyraejepsen I dm’d u 🖤🔪,"Jeff Bezos's Blue Origin is on track to launch the NS-19 mission at 9:45 a.m. ET, the company's first carrying six… https://t.co/DNuBbpwnQV",
1328,RT @rachelbotsman: Here is my top 10 recommendations list on interesting talks and articles on trust I put together for @TEDTalks https://t…,,"The Varnhem Humerus, a broken bone repaired with a copper plate, Varnhem, Västergötland. Dated between 13th and 16t… https://t.co/YuS6CI8Joq",,,@pierlouis7 @carlyraejepsen Yo let’s work together! This is rad!,"Blue Origin opens the NS-19 launch webcast by remembering and honoring the late astronaut Glen de Vries, who flew o… https://t.co/QN5ISyUnwZ",
1329,"RT @WillOremus: DEBATE COACH: Ok, now let's practice it one more time. 
TRUMP (convincingly): I know you are, but what am I?
DEBATE COACH:…",,"Chichen Itza was pre-Columbian  city built by Mayans. Located in Tinúm Municipality, Yucatán, Mexico. https://t.co/xjq9EIwc2C",,,@pierlouis7 @carlyraejepsen Did u actually make this? Cuz I would wear the fuck out of that lmao,RT @blueorigin: The #NS19 crew has completed training and are go for launch. Live broadcast begins tomorrow at 7:15 am CST / 13:15 UTC on h…,
1330,@jesohn307 you can join anytime you're ready,,"This 14th century English castle was built in Bouzies, France during the Hundred Years war. https://t.co/SYv4sw4ieU",,,принцесса ☣️ https://t.co/NqfYwxRTtg,@jsampsonsports Most certainly,
1331,"#AirbnbOpen is stacked w/ design &amp; creativity panels, from @FrankGehry, @JohnMaeda, &amp; @airbnbSamara

Get your pass: https://t.co/nkURMu1Xcb",,An 18th century iron Scold’s Bridle. These heavy metal masks were common implements of torture and public humiliati… https://t.co/Q9RqLnb8vY,,,This is _ https://t.co/UTJVNz3PPJ,"@jsampsonsports 1. Peanut M&amp;Ms
2. Skittles
.
.
.
.
.
.
.
10. Regular M&amp;Ms",
1332,"@ChemoCheerleade @HowIBuiltThis @Airbnb heh, thanks!",,"The 2,300-year-old Grand Theatre of Ephesus, in Turkey, before and after excavation https://t.co/ZHfxM9kQEI",,,"It is beautiful to acknowledge the criss crossing lineages of art.  I love referencing things, I love sampling. The… https://t.co/9z8DCJ6qLS",RT @jackiewattles: New from me: The FAA's review of Blue Origin — prompted by the whistleblower letter — is over. But because of the curren…,
1333,@bentossell @Airbnb @HowIBuiltThis @ProductHunt 👍🏼,,7000~8000 year old carving of a camel on a cliff in northern Saudi Arabia. https://t.co/BcLhCffsEE,,,Thank the Gods for @JanelleMonae,"One fun aspect of the FAA's commercial astronaut database, flagged to me by @VGChiefTrainer, is that individuals wh… https://t.co/llLevsPyq6",
1334,@SamGonzales @HowIBuiltThis @Airbnb 👍🏼,,Charlie Chaplin and Mahatma Gandhi. https://t.co/G5X8WBkV2o,,,@JanelleMonae Same dude.  I miss you !,@VGChiefTrainer @rlyon06345 @FAANews @richardbranson @SirishaBandla @OliverDaemen @rookisaacman @DrSianProctor… https://t.co/yiVoHQuGKo,
1335,@13lake @HowIBuiltThis @Airbnb thanks for the comments and using our service,,The U.S. Navy airship USS Akron flying over Lower Manhattan sometime in the early 1930s. https://t.co/gVCvEOmjhZ,,,@pierlouis7 It’s Gud I posted it in my story on insta 💕🧚🏻‍♀️🔪,The FAA emphasized that the wings  program is ending because the vision of former Associate Administrator Patti Gra… https://t.co/UxkBWgTbkc,
1336,@nellysugu @bchesky we're both athletes and love playing ping pong,,"A 5,000-year-old wooden boat used by the pharaohs discovered by French archaelogists https://t.co/6C7RnEwgnI",,,@pierlouis7 This is great,"Notably for the Blue Origin NS-19 crew, who are scheduled to launch on Saturday, the FAA emphasized that anyone who… https://t.co/hhNiGpvGId",
1337,@ShahChowdhury21 @HowIBuiltThis @guyraz you're very welcome. They did a slam dunk editing it!,,British Soldiers (interrupted during drag show rehearsals by a German raid) manning a BL 6-inch Mk VII naval gun at… https://t.co/eWvQzCTqp3,,,Sick arté 💕🖤🖤🔪by  @noeleyva_art and @nachoid_ on insta https://t.co/chIXalNrE6,@rlyon06345 @FAANews @richardbranson @SirishaBandla @OliverDaemen @rookisaacman @DrSianProctor @ArceneauxHayley… https://t.co/UNbWoPtWo7,
1338,@likenah0002 @HowIBuiltThis @Airbnb https://t.co/8fVCLbRJx3,,"Gilda Grey, Puff Block Crepe, between ca. 1920 and ca. 1925 https://t.co/oOM0IXQaNg",,,Sometimes I literally want to die and then I make art and I feel better.  Thank fucking god for my hands,@FAANews @richardbranson @SirishaBandla @OliverDaemen @rookisaacman @DrSianProctor @ArceneauxHayley @ChrisSembroski… https://t.co/JpabYgeAD0,
1339,@GataBoudreaux thanks,,"FDR's beloved Scottie Fala listening to the President’s speech on the radio, 1944 https://t.co/7Da5J0gdwK",,,@aveyclub @rinasawayama @gaytimesmag Submit to the ai overlords,@FAANews @richardbranson @SirishaBandla @OliverDaemen @rookisaacman @DrSianProctor @ArceneauxHayley @ChrisSembroski… https://t.co/p8wAkJYOpN,
1340,@AaronWilson22 @Airbnb @iTunes  cheers,,"The helmet of lord Katō Kiyomasa, shaped like a courtier's cap. Japan, Muromachi period, 16th century https://t.co/II8v9s0yPU",,,@hollyherndon The real AGI won’t be stupid enough to sign to a major label tho,"FAA to award 15 more people with Commercial Space Astronaut Wings:

Richard Branson
Colin Bennett
Sirisha Bandla
Je… https://t.co/edgqrjdUQf",
1341,@whereisomar @ProductHunt thanks,,"The discovery of the ancient Statue of Antinous found in Delphi, Greece during an excavation in 1894 https://t.co/4CLD3rrx5Z",,,@hollyherndon HH,"RT @KristinFisher: NEW - Bezos, Branson, William Shatner, &amp; the 12 other people who flew on a FAA-licensed commercial spacecraft since July…",
1342,@MadelineJ @ProductHunt happy to hear,,"Queen Isabel II, veiled, 1855 C by Camillo Torreggiani. Masterful use of light and shadows to make it look like rea… https://t.co/umYvKVJcfd",,,@hollyherndon Evolution ! Beautiful,"RT @relativityspace: Happy #Friday! In case you missed via the latest issue of #ThePrint, things are heating up in Stennis, Mississippi, wi…",
1343,@WayneWhatford @HowIBuiltThis @guyraz much appreciated,,"A young boy playing the banjo with his dog, 1920. https://t.co/QOE8rsNQfK",,,@rinasawayama @gaytimesmag Haute,@yousuckMZ cc @tim_cook,
1344,@darentsmith @HowIBuiltThis @guyraz hang in there #troughTalk,,"Built around 2500 BC, Mohen jo daro in Sindh, Pakistan was one of the largest settlements of the ancient Indus Vall… https://t.co/XON2geA5Mq",,,Praise be to the overlords https://t.co/j62WAS71CR,"NASA remembers and honors the late Johnson Space Center director Mark Geyer:

""I believe that our destiny as a spec… https://t.co/5THd9j1ZtV",
1345,@iiCe89 hey thanks,,"78-year-old Robert T. Lincoln is helped up the steps at the dedication of the Lincoln Memorial in Washington D.C.,… https://t.co/ykTWD2pr8S",,,Welcome to the end of the world https://t.co/GnSqQ4PjLn,"RT @thetimellis: Fun fact: our first 3D printed rocket Terran 1 used to be called Antoni 1, inspired by Gaudi’s nature + science derived ar…",
1346,"RT @MarkRonson: Welcome to @AbbeyRoad, Louisa and crew. We're spending the #nightat @AbbeyRoad. Thanks @Airbnb https://t.co/yEbmRWUXWD",,"Róża Maria Goździewska, the youngest Polish Nurse in the Warsaw Uprising at 8 years old 1944. Photo: Eugeniusz Loka… https://t.co/SkdJXZKKW3",,,🧬 https://t.co/Y7q1RBxqpx,"RT @yousuckMZ: As we were about to dock into the ISS, I saw this amazing view from the window of the Soyuz, right next to my seat. I couldn…",
1347,How I Built This - Airbnb: Joe Gebbia: A chance encounter with a stranger via @ProductHunt https://t.co/J5F8k59f79,,"A young man demonstrating against low pay for teachers, c. 1930s https://t.co/O5w8uaWPUb",,,"@realhideokojima Oh ! That wasn’t what I was talking about, but suggesting I only do it for money is crazy/ rude.… https://t.co/TYGDA2AcS8",RT @yousuckMZ: Hi from space. https://t.co/tZGOHHCYg7,
1348,Thanks NPR! https://t.co/xYt1XcfWfY,,"Max van Oppenheim photographed on an ancient Roman bridge that spans the Wadi al Murr near Mosul, Iraq, 1920s https://t.co/MTx0YlECPV",,,My WSJ interview is up!  mildly peeved abt 1 thing...  but truth is subjective I suppose.  We live in a world where… https://t.co/UdPaQMYH4y,"RT @SciGuySpace: This is hysterical, petty, and so on brand for Dmitry Rogozin. In both this tweet and the accompanying news release announ…",
1349,"RT @ProductHunt: The story of how @airbnb came to be, with co-founder @jgebbia 🏠 https://t.co/YyYHZG7vKd on @NPR's @HowIBuiltThis",,"Stephen Hawking married to Jane Wilde, 1965 https://t.co/Trm4jdExua",,,@Aristocrat336 @HANAtruly Cancelled!,@KevZag Anyone check on P16? 😳,
1350,"Very cool cause: 1,000 Lakota Sioux Youth are raising funds to travel to the DAPL protest site. #Lakota2NODAPL 
https://t.co/bEXJsDZ1qb",,"Two Berlin drivers making insulting gestures to each other, 1939. https://t.co/QKgpHnB2qW",,,"Haha cool, my actual news sources r quoting me today  🖤🌎 https://t.co/vWCbqD2bbI","SpaceX needs the FAA environmental assessment completed to be clear for Starship's first orbital test flight, but t… https://t.co/zYMt2XyNap",
